Restaurante_Name,online_order,book_table,Rating( out of 5),votes,location,Type,Sub-TYpe,dish_liked,cuisines,Cost,listed_in(city)
Belgian Waffle,No,No,0,0,Residency Road,Desserts,Dessert Parlor,"",Desserts,250,Residency Road
Belgian Waffle Factory,Yes,No,4.9,1750,Brigade Road,Desserts,Dessert Parlor,"Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches",Desserts,400,MG Road
BelgYum,No,No,4.6,1822,Whitefield,Desserts,Dessert Parlor,"Cappuccino, Coffee, Hot Chocolate, Mango Waffles, Nutella Waffle, Belgium Waffles, Chocolate Waffles",Desserts,400,Whitefield
Bella,Yes,Yes,3.9,142,Jayanagar,Dine-out,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian",1000,Basavanagudi
Bella?s Kitchen,No,No,2.9,31,Bannerghatta Road,Dine-out,Casual Dining,"","Chinese, Seafood, North Indian",600,Bannerghatta Road
Bellandur Kitchen,Yes,No,3.4,17,Bellandur,Dine-out,Quick Bites,"","North Indian, Chinese",400,Bellandur
Belly Deli,Yes,No,4.1,178,Frazer Town,Delivery,Delivery,"Burgers, Sandwiches, Chicken Biryani, Roast Beef Sandwich, Chicken Crisp Burger, Beef Chilli, Cheesecake","Fast Food, Biryani",400,Kammanahalli
Belly Doze,No,No,3.6,31,New BEL Road,Delivery,"Takeaway, Delivery","","North Indian, Mughlai, Chinese",600,New BEL Road
Belly Squad Food Truck,No,No,3.8,55,South Bangalore,Dine-out,Food Truck,"Biryani, Momos, Rolls","Chinese, Rolls, Biryani, Momos",300,Banashankari
Benaka Sweets,No,No,3.3,7,Vijay Nagar,Delivery,Sweet Shop,"",Mithai,300,Rajajinagar
Bendakaluru Bytes,Yes,No,3.2,154,Vijay Nagar,Delivery,Quick Bites,"",Fast Food,300,Banashankari
Bene - Sheraton Grand Bangalore Hotel at Brigade...,No,Yes,4.2,244,Malleshwaram,Dine-out,Fine Dining,"Pasta, Pizza, Tiramisu, Salads, Lamb, Wine, Mud Crab Ravioli","Italian, European, Mediterranean",2500,Malleshwaram
Bengal Biriyani,No,No,2.9,28,New BEL Road,Dine-out,Quick Bites,"",Biryani,150,New BEL Road
Bengal Metro,No,No,0,0,Koramangala 1st Block,Dine-out,Quick Bites,"",Bengali,600,Koramangala 4th Block
Bengal Sweets,No,No,3.9,40,Jalahalli,Desserts,"Sweet Shop, Quick Bites","","Mithai, Street Food",300,New BEL Road
Bengali Fun Foods,Yes,Yes,3.9,68,BTM,Dine-out,Casual Dining,"","Bengali, North Indian",600,Koramangala 7th Block
Bengalooru Tiffany's,Yes,No,3.1,39,JP Nagar,Dine-out,Quick Bites,"","South Indian, North Indian, Chinese, Street Food",400,JP Nagar
Bengaluru Baking Company - JW Marriott Bengaluru,No,No,4.3,521,Lavelle Road,Cafes,"Bakery, Cafe","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger",1400,Brigade Road
Bengaluru Cafe,No,No,4.5,135,Jayanagar,Dine-out,Quick Bites,"Vada, Kesari Bath, Idli, Coffee, Benne Masala Dosa, Kharabath, Tea",South Indian,150,Jayanagar
Bengaluru Coffee House,Yes,No,4.1,201,Banashankari,Delivery,Quick Bites,"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli","South Indian, North Indian, Chinese, Street Food",300,Basavanagudi
Bengaluru Donne Biriyani,No,No,0,0,HSR,Delivery,Quick Bites,"","South Indian, Biryani",300,HSR
Bengaluru Foodies,No,No,0,0,Jayanagar,Delivery,Quick Bites,"","North Indian, South Indian",300,Basavanagudi
Bengaluru House,No,No,3.7,45,Jeevan Bhima Nagar,Delivery,Casual Dining,"Biryani, Mutton Fry, Buttermilk",South Indian,500,Indiranagar
Bengaluru Hut,No,No,0,0,New BEL Road,Delivery,Quick Bites,"",South Indian,150,New BEL Road
Bengaluru Mudde Hotel,No,No,0,0,Kammanahalli,Dine-out,Quick Bites,"","South Indian, Biryani",300,Kalyan Nagar
Bengaluru Restaurant,No,No,3.1,22,Electronic City,Dine-out,Casual Dining,"","North Indian, South Indian",1500,Electronic City
Bengaluru Square,No,No,3.5,25,Marathahalli,Dine-out,Quick Bites,"","Chinese, Beverages, Andhra",300,Marathahalli
Bengaluru's Biryanis Paradise,No,No,3.7,26,Marathahalli,Dine-out,Quick Bites,"",Biryani,300,Marathahalli
Benjarong,Yes,No,4.3,860,Ulsoor,Dine-out,Casual Dining,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea","Thai, Asian",1800,MG Road
Benzys,No,No,3.2,6,BTM,Dine-out,Casual Dining,"","Arabian, Chinese, Hyderabadi, Kerala",700,Koramangala 7th Block
Berakah,Yes,No,4.0,253,Hennur,Delivery,Casual Dining,"Mutton Pepper Fry, Biryani, Chicken Tenders, Butter Naan, Roti, Paneer Malai Tikka, Yakhni Pulao","North Indian, Mughlai, Chinese",600,Kalyan Nagar
Berry'd Alive,Yes,No,4.3,1901,Koramangala 5th Block,Delivery,Dessert Parlor,"Brownie, Apple Pie, Blackberry Cheesecake, Chocolate Icecreams, Hot Chocolate, Caramel Chocolate, Peach Parfait",Desserts,400,Koramangala 4th Block
Berrylicious,Yes,No,3.8,89,JP Nagar,Desserts,Dessert Parlor,"Macaroon, Brownie Sundae, Waffles","Ice Cream, Desserts, Bakery",400,JP Nagar
Berrylicious Cafe,No,No,4.1,129,MG Road,Delivery,"Casual Dining, Cafe","Waffles, Sandwiches, Nachos, Burgers, Chicken Keema Pizza, Penne Pasta, Smoothie Bowl","Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",0,Residency Road
Bery's Cafe,No,No,0,0,Indiranagar,Dine-out,Beverage Shop,"","Juices, Beverages",150,Indiranagar
Best,No,No,3.4,6,Whitefield,Dine-out,Quick Bites,"","Fast Food, Chinese, Street Food",400,Whitefield
Best B Restaurant,Yes,No,3.5,12,HBR Layout,Delivery,Quick Bites,"","South Indian, North Indian, Chinese, Kerala",400,Kammanahalli
Best Biryani,No,No,0,0,JP Nagar,Delivery,Quick Bites,"","North Indian, Biryani, Desserts",300,Jayanagar
Best Brews - Four Points by Sheraton Bengaluru...,No,No,3.6,27,Whitefield,Drinks & nightlife,Bar,"",Continental,1500,Whitefield
Best In Klass,Yes,No,3.2,47,Whitefield,Dine-out,Quick Bites,"",South Indian,200,Brookefield
Best Of Bengal,Yes,No,3.8,232,Marathahalli,Delivery,Quick Bites,"Gulab Jamun, Thali, Salad",Bengali,300,Marathahalli
Best Shawarmas,Yes,No,0,0,BTM,Delivery,Delivery,"",Rolls,300,Jayanagar
Best Tea Cafe,No,No,0,0,Frazer Town,Delivery,Cafe,"",Cafe,400,MG Road
Bettaiah Military Hotel,No,No,3.3,4,Shanti Nagar,Dine-out,Quick Bites,"",South Indian,250,Church Street
Bewiched,Yes,No,3.4,10,HSR,Delivery,Quick Bites,"","Fast Food, Sandwich, Burger",300,Koramangala 6th Block
Beyond Elements,Yes,Yes,4.1,869,Whitefield,Dine-out,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala","Cafe, Italian, Pizza, North Indian",900,Whitefield
BFC Family Restaurant,Yes,No,3.2,426,Kaggadasapura,Dine-out,Casual Dining,"Ghee Rice, Paratha, Shawarma, Butter Chicken, Tandoori Chicken, Chicken Grill, Chicken Tikka Biryani","North Indian, Biryani, Chinese, Rolls",600,Marathahalli
Bflat Bar,No,Yes,3.9,854,Indiranagar,Dine-out,Lounge,"Biryani, Cocktails, Mushroom Pasta, Dragon Chicken, Beer, Noodles, Steak","North Indian, Chinese, Continental, Bengali",1600,Indiranagar
BG's Poolside Bar & Grill,No,Yes,4.1,109,Bellandur,Dine-out,"Casual Dining, Bar","Cocktails, Pasta, Sunday Brunch, Red Wine Sangria, Shotgun Chicken, New Zealand Lamb Chops, Beer","Mediterranean, Italian, Mexican",1800,Sarjapur Road
Bhagatram Sweets,No,No,3.6,221,Commercial Street,Desserts,Quick Bites,"Gulab Jamun, Chaat, Jalebi, Chole, Sev Puri, Rasgulla, Masala Poori","Street Food, Mithai",300,Brigade Road
Bhagini,No,No,2.5,81,Whitefield,Pubs and bars,"Casual Dining, Bar","Biryani, Andhra Meal","Andhra, South Indian, Chinese, North Indian",800,Whitefield
Bhagini Icon Boutique Hotel,Yes,No,3.2,6,Indiranagar,Delivery,Casual Dining,"","South Indian, North Indian, Continental",600,MG Road
Bhagini IRIS,No,No,3.7,115,Whitefield,Dine-out,Casual Dining,"Biryani, Tandoori Chicken, Curd Rice, Kalmi Kebab, Chilli Chicken, Chicken Tikka Masala","North Indian, Chinese",600,Whitefield
Bhagini Kitchen And Bar,No,No,3.8,36,Marathahalli,Dine-out,"Casual Dining, Bar",Biryani,"Andhra, South Indian, Chinese, North Indian",1100,Marathahalli
Bhaijaan Barbeques,Yes,No,3.5,9,South Bangalore,Delivery,Food Truck,"","Mughlai, Arabian, BBQ",200,BTM
Bhairava Deluxe Hindu Military Hotel,No,No,3.4,4,Rajajinagar,Dine-out,Quick Bites,"",South Indian,400,Rajajinagar
Bhairaveshwara Military Hotel,Yes,No,4.2,144,Malleshwaram,Dine-out,Quick Bites,Biryani,"South Indian, Hyderabadi",250,Rajajinagar
Bhaiya Ji Food Court,No,No,3.5,8,Electronic City,Dine-out,Quick Bites,"","North Indian, Chinese",300,Electronic City
Bhaiyajees,No,No,3.7,16,Richmond Road,Delivery,"Takeaway, Delivery","","North Indian, South Indian",300,Brigade Road
Bhaiyaji Food Court,No,No,3.4,27,MG Road,Delivery,Quick Bites,"Paratha, Samosa, Vada Pav","North Indian, Mithai",300,MG Road
Bhajanka's Restaurant,Yes,No,3.6,21,Kammanahalli,Delivery,Casual Dining,"","Street Food, North Indian, Continental, Beverages",700,Kammanahalli
Bhama New2De,No,No,0,0,Brookefield,Delivery,"Takeaway, Delivery","","North Indian, Chinese, Italian",200,Brookefield
Bhandary's Kitchen,No,No,3.6,16,Koramangala 7th Block,Delivery,Delivery,"",North Indian,300,Residency Road
Bhanu Hindi Military Hotel,Yes,No,3.4,7,Magadi Road,Delivery,Quick Bites,"",South Indian,300,Rajajinagar
Bharani Cafe,No,No,0,0,Majestic,Dine-out,Quick Bites,"",South Indian,300,Lavelle Road
Bharanis,Yes,No,3.7,16,Domlur,Delivery,Casual Dining,"","Andhra, Biryani",600,Koramangala 5th Block
Bharani's,No,No,0,0,MG Road,Dine-out,Quick Bites,"",South Indian,300,Residency Road
Bharat Kitchen,Yes,No,3.7,21,Koramangala 1st Block,Delivery,Quick Bites,"","Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",300,HSR
Bharath Restaurant,Yes,No,3.1,37,Jalahalli,Dine-out,Casual Dining,"","North Indian, Chinese",450,New BEL Road
Bharathi Dosa Camp,No,No,3.2,7,Commercial Street,Dine-out,Quick Bites,"",South Indian,100,Brigade Road
Bharathi Refreshments,No,No,3.8,52,Wilson Garden,Dine-out,Quick Bites,"Pongal, Filter Coffee, Idli, Masala Dosa",South Indian,150,Residency Road
Bharath's Pizza,No,No,0,0,Malleshwaram,Dine-out,Quick Bites,"","Pizza, Fast Food",250,Rajajinagar
Bharatkhana,No,No,3.4,6,Marathahalli,Dine-out,Casual Dining,"","North Indian, Bengali",400,Brookefield
Bharjari Oota,No,No,3.9,153,Basavanagudi,Dine-out,Casual Dining,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",South Indian,350,Banashankari
Bharpur Aahar,Yes,No,3.9,419,Jeevan Bhima Nagar,Delivery,Quick Bites,Biryani,"North Indian, Chinese",200,Old Airport Road
Bhartiya Jalpan,No,No,4.1,1075,Indiranagar,Dine-out,Casual Dining,"Chaat, Jalebi, Rasgulla, Panipuri, Dhokla, Kullad Chai, Paratha","North Indian, Street Food, Chinese",800,Indiranagar
Bhattara Bhojana,Yes,No,3.6,66,Banashankari,Dine-out,Quick Bites,"",South Indian,150,Banashankari
Bhavani Chats,Yes,No,3.6,34,Bannerghatta Road,Delivery,Quick Bites,"",Street Food,100,Jayanagar
Bhavani Chats N Juice,Yes,No,3.9,92,Jayanagar,Delivery,Quick Bites,"Chaat, Aloo Tikki, Dabeli, Panipuri, Pav Bhaji, Vada Pav, Masala Poori","Beverages, Street Food",200,JP Nagar
Bhavani Foods,No,No,0,0,Koramangala 8th Block,Delivery,Delivery,"","Biryani, Chinese, Coffee, Desserts, Healthy Food, North Indian, South Indian",300,Koramangala 7th Block
Bhavani Military Hotel,Yes,No,0,0,RT Nagar,Dine-out,Quick Bites,"","Maharashtrian, Mughlai, Fast Food",300,Frazer Town
Bhavani Restaurant,No,No,3.9,100,Basavanagudi,Dine-out,Quick Bites,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali","South Indian, North Indian, Chinese",300,Basavanagudi
Bhavani Sri,Yes,No,3.0,112,Indiranagar,Delivery,Casual Dining,Chicken Biryani,"Chinese, North Indian",600,MG Road
Bhavani Upahara,Yes,No,3.3,9,Bannerghatta Road,Delivery,Quick Bites,"",South Indian,250,BTM
Bhavani Vada Pav,Yes,No,4.0,106,Yeshwantpur,Delivery,Quick Bites,"Vada Pav, Dabeli, Pav Bhaji, Chaat, Misal Pav, Bread Pakora, Jumbo Vada Pavs",Fast Food,150,Malleshwaram
Bhavya Military Hotel,No,No,3.5,18,Bannerghatta Road,Delivery,Quick Bites,"",South Indian,300,Bannerghatta Road
Bhavya's Kitchen,No,No,0,0,Electronic City,Delivery,Delivery,"","Andhra, North Indian, South Indian, Chinese",350,Electronic City
Bheema's,Yes,No,4.0,781,Church Street,Delivery,Casual Dining,"Thali, Mutton Biryani, Mutton Fry, Chilli Chicken, Chicken Biryani, Andhra Meal, Vegetable Biryani",Andhra,650,Frazer Town
Bhikaram Chandmal Bhujiawala,No,No,3.7,70,Jeevan Bhima Nagar,Dine-out,Quick Bites,"Chaat, Pav Bhaji, Panipuri, Samosa, Chole Bhature, Jalebi, Paratha","North Indian, Mithai",200,Indiranagar
B-hive,No,Yes,4.3,1551,Koramangala 1st Block,Drinks & nightlife,Pub,"Tandoori Chicken, Cocktails, Noodles, Paneer Tikka, Beer, Nachos, Pasta","Finger Food, North Indian",1200,Koramangala 4th Block
Bhoja99,No,No,0,0,BTM,Delivery,Quick Bites,"",North Indian,200,Koramangala 7th Block
Bhojan@99,Yes,No,0,0,Bannerghatta Road,Delivery,Quick Bites,"",Fast Food,200,Bannerghatta Road
Bhojana Restaurant,No,No,0,0,Whitefield,Dine-out,Quick Bites,"","Andhra, South Indian",250,Whitefield
Bhojanam Restaurant,No,No,3.6,196,Electronic City,Delivery,Casual Dining,"Biryani, Veg Thali, Chicken Tikka, Tandoori Roti, Buttermilk","Andhra, Biryani",600,Electronic City
Bhojohori Manna,Yes,No,4.1,1962,Koramangala 6th Block,Delivery,Casual Dining,"Fish, Sea Food, Chingri Malai Curry, Mutton Kasha, Jumbo Ilish, Chingri Malaikari, Jumbo Prawns","Bengali, Mughlai",650,Koramangala 6th Block
Bhojon Tripti,Yes,No,2.9,24,Bannerghatta Road,Delivery,Quick Bites,"","Bengali, North Indian",300,Bannerghatta Road
Bhokali Paratha,No,No,0,0,Koramangala 6th Block,Delivery,Delivery,"",North Indian,200,Koramangala 7th Block
Bhookha Sher,Yes,No,3.6,8,Old Airport Road,Delivery,Quick Bites,"","North Indian, Fast Food",350,Indiranagar
BHR Foods,Yes,No,3.4,7,Whitefield,Dine-out,Quick Bites,"","North Indian, Chinese, Continental, Biryani, Thai",350,Whitefield
Bhukkad,No,No,3.3,7,Electronic City,Delivery,Quick Bites,"","Healthy Food, Fast Food",250,Electronic City
Bhukkads,Yes,No,3.2,63,Electronic City,Dine-out,Casual Dining,Chicken Biryani,"Chinese, North Eastern",400,Electronic City
Bhukkhad Baba,Yes,No,3.7,132,JP Nagar,Dine-out,Quick Bites,"Paratha, Thali","North Indian, Beverages",250,JP Nagar
Bhuvaneshwari Mess,No,No,0,0,Kalyan Nagar,Dine-out,Quick Bites,"","South Indian, North Indian, Biryani",250,Kalyan Nagar
BIB - Breakfast in the Box,Yes,No,3.9,56,Electronic City,Delivery,Quick Bites,"Chicken Burger, Corn Sandwich, French Fries, Veg Burger","American, Sandwich",600,Electronic City
BIB-Breakfast in the Box,Yes,No,0,0,Ulsoor,Dine-out,Quick Bites,"","American, Continental",600,Residency Road
BIB-Breakfast in the Box,Yes,No,3.8,62,Whitefield,Delivery,Delivery,"English Breakfast, French Fries, Burgers, Pancakes, Corn Sandwich, Chicken Burger, Bacon Fry","American, Sandwich",600,Marathahalli
Biere Societee,No,Yes,4.2,320,Whitefield,Drinks & nightlife,Pub,"Tempura Prawns, Cocktails, Noodles, Masala Peanuts, Sangria, Wine, Pasta","Asian, Continental, European",1500,Whitefield
BiereKraft,No,Yes,4.2,746,Marathahalli,Drinks & nightlife,Bar,"Cocktails, Mocktails, Long Island Iced Tea, Beer, Tom Yum Soup, Fish, Sangria","Continental, North Indian, Asian",1600,Marathahalli
Biergarten,No,Yes,4.8,482,Koramangala 5th Block,Drinks & nightlife,"Pub, Microbrewery","Penne Arrabiata Pasta, Craft Beer, Bruschettas, Cocktails, Peri Peri Chicken, Pizza, Mocktails","Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian",2100,Koramangala 5th Block
Big Apple Restaurant,No,No,3.2,4,Electronic City,Dine-out,Quick Bites,"","North Indian, Chinese, Pizza, Burger",300,Electronic City
Big Bite,Yes,No,4.0,555,Vijay Nagar,Delivery,"Quick Bites, Beverage Shop","Chaat, Pizza, Gol Gappe, Lassi, Rolls, Vada Pav, Dabeli","Fast Food, Street Food, Beverages, Chinese",400,Rajajinagar
Big Bites,No,No,3.6,21,Jayanagar,Dine-out,Quick Bites,"","Chinese, Fast Food",200,Jayanagar
Big Bowl Theory,No,No,3.1,27,Koramangala,Delivery,Delivery,"",Continental,400,HSR
Big Box Theory,No,No,3.6,11,Ejipura,Delivery,Delivery,"","Salad, Healthy Food, Fast Food",550,Koramangala 4th Block
Big Chick Fried Chicken,Yes,No,3.5,11,Kaggadasapura,Delivery,Quick Bites,"",Fast Food,400,Marathahalli
Big Chicken,Yes,No,3.9,110,Kammanahalli,Dine-out,Quick Bites,"Chicken Burger, Popcorn Chicken, Sandwich",Fast Food,400,Kalyan Nagar
Big Fat Brownie,Yes,No,3.4,6,HSR,Delivery,"Takeaway, Delivery","","Bakery, Sandwich",400,Koramangala 6th Block
Big Fat Momo,No,No,0,0,Kaggadasapura,Dine-out,Quick Bites,"",Chinese,300,Marathahalli
Big Foody's,No,No,3.2,4,Koramangala 8th Block,Delivery,Delivery,"","North Indian, Chinese, South Indian, Fast Food",500,Koramangala 4th Block
Big Mama,No,No,3.3,6,HSR,Dine-out,Cafe,"","Cafe, Continental, Italian",600,HSR
Big Mishra Pedha,No,No,3.7,61,BTM,Delivery,Sweet Shop,Rasmalai,Mithai,250,Koramangala 5th Block
Big Mummy,Yes,No,4.0,223,Indiranagar,Dine-out,Quick Bites,"Burgers, Raita, Fries, Chicken Noodle, Bbq Burger, Poha, Sandwiches","Fast Food, Biryani",400,Old Airport Road
Big Pitcher,No,Yes,4.7,9021,Old Airport Road,Buffet,"Pub, Microbrewery","Beer, Cocktails, Tiramisu, Tawa Chicken, Mocktails, Chicken Satay, Sea Food","American, Continental, North Indian, Mediterranean",1800,Indiranagar
Big Straw Blast,Yes,No,3.5,6,Sahakara Nagar,Delivery,Beverage Shop,"",Beverages,150,New BEL Road
Big Wong XL,No,Yes,4.5,697,Koramangala 5th Block,Dine-out,Casual Dining,"Noodles, Manchow Soup, Sake, Veg Sushi, Virgin Pinacolada, Tempura Prawns, Sea Food","Chinese, Sushi, Asian, Thai",1400,Koramangala 7th Block
Biggies Burger 'n' More,Yes,No,4.3,195,Indiranagar,Delivery,Cafe,"Burgers, Mojito, Sea Food, Hot Dog, Crab Burger, French Fries, Peri Fries","Cafe, Burger, Fast Food",400,Old Airport Road
Bigs Kitchen,No,No,0,0,Kammanahalli,Delivery,Quick Bites,"","Fast Food, Pizza, Salad",200,Kalyan Nagar
Bihar Bhojanalaya,No,No,3.1,14,New BEL Road,Dine-out,Quick Bites,"","North Indian, Bihari",200,New BEL Road
Bihar Ki Shan,Yes,No,3.9,343,HSR,Delivery,Quick Bites,Roti,North Indian,300,Bellandur
Bihari Food Corner,No,No,0,0,BTM,Dine-out,Quick Bites,"","North Indian, Chinese",250,BTM
Bihari Hotel,No,No,0,0,Brigade Road,Dine-out,Quick Bites,"",Bihari,200,Residency Road
Bikaner Jn,Yes,No,3.9,85,JP Nagar,Delivery,Quick Bites,"Thali, Dhokla, Samosa, Poha, Club Kachori, Paratha, Tea",Rajasthani,300,JP Nagar
Bikaner Sweets,Yes,No,3.7,63,Sahakara Nagar,Delivery,Sweet Shop,"Chole Bhature, Panipuri, Pav Bhaji, Chaat","Mithai, Street Food",150,New BEL Road
Bikaneri Sweets,Yes,No,3.4,19,Bannerghatta Road,Delivery,Sweet Shop,"","Mithai, Street Food",250,Bannerghatta Road
Bilal Kabab Corner,No,No,0,0,Nagawara,Dine-out,Quick Bites,"","Mughlai, Chinese",300,Frazer Town
Billionaires Cafe,No,No,3.8,47,Koramangala 5th Block,Delivery,Cafe,Friendly Staff,"Cafe, Italian",600,Koramangala 7th Block
Bindu Garden Bar & Restaurant,Yes,No,3.1,36,HSR,Delivery,Casual Dining,"","North Indian, Chinese",550,HSR
Bindu Sri Nati Style Hotel,No,No,0,0,Basaveshwara Nagar,Delivery,Quick Bites,"",South Indian,300,Rajajinagar
Bindu's Freshbake,No,No,0,0,Indiranagar,Desserts,Bakery,"","Bakery, Desserts",350,Indiranagar
Binge Factory,No,No,0,0,Koramangala 1st Block,Delivery,Quick Bites,"","North Indian, Italian, South Indian",400,Koramangala 7th Block
BingeJoy!,Yes,No,3.7,18,JP Nagar,Delivery,Kiosk,"","Biryani, Chinese, Fast Food",100,JP Nagar
Birbal Darbar,No,No,4.1,317,Sarjapur Road,Delivery,Casual Dining,"Tandoori Chicken, Veg Kolhapuri, Jal-jeera, Chicken Biryani, Vegetable Biryani, Masala Papad, Dal Makhani","North Indian, Chinese, Biryani",600,Sarjapur Road
Birinz,Yes,No,4.3,83,HSR,Delivery,Casual Dining,"Gulab Jamun, Chicken Guntur, Mushroom Biryani, Chicken Kolhapuri, Paneer Biryani, Chicken Biryani, Raita","Biryani, Kebab, Fast Food",650,Koramangala 5th Block
Biriyani & Kabab Corner,No,No,0,0,Marathahalli,Dine-out,Quick Bites,"","Biryani, North Indian, Chinese",350,Marathahalli
Biriyani Adda,Yes,No,3.2,6,Bellandur,Delivery,Quick Bites,"","Biryani, Fast Food",350,Sarjapur Road
Biriyani Angadi,No,No,3.2,7,BTM,Dine-out,Quick Bites,"",Biryani,200,JP Nagar
Biriyani Bhatti,Yes,No,3.8,30,BTM,Delivery,Quick Bites,"","Chinese, Hyderabadi, North Indian",400,JP Nagar
Biriyani Bungalow,Yes,No,3.9,222,Sarjapur Road,Delivery,Casual Dining,"Chicken Biryani, Vegetable Biryani, Hyderabadi Biryani, Mutton Biryani, Paneer Biryani, Chicken Guntur, Tandoori Chicken","Biryani, North Indian, Chinese",800,Bellandur
Biriyani Combo 99,No,No,0,0,Indiranagar,Delivery,Quick Bites,"",Biryani,300,Indiranagar
Biriyani Expess,No,No,0,0,JP Nagar,Dine-out,Quick Bites,"",Biryani,250,Bannerghatta Road
Biriyani Fest,Yes,No,2.9,33,New BEL Road,Delivery,Delivery,"","Biryani, North Indian, Chinese",700,Malleshwaram
Biriyani House,Yes,No,3.8,204,Banaswadi,Dine-out,Casual Dining,"Biryani, Chicken Guntur","Andhra, North Indian, Biryani, Beverages",600,Kammanahalli
Biriyani Hub,Yes,No,3.0,30,New BEL Road,Delivery,Delivery,"","Fast Food, Biryani, Seafood, South Indian",400,New BEL Road
Biriyani Mane,Yes,No,3.9,130,Jayanagar,Delivery,Quick Bites,"Biryani, Chilli Chicken, Neer Dosa","North Indian, Biryani",400,Jayanagar
Biriyani Nights,Yes,No,3.2,711,New BEL Road,Delivery,"Takeaway, Delivery","Chicken Kebab, Gulab Jamun, Chicken Biryani Combo","Biryani, Kebab, Continental",500,Malleshwaram
Biriyani Paradise,No,No,3.5,18,Electronic City,Delivery,Casual Dining,"","North Indian, Kerala, Biryani, South Indian",550,Electronic City
